2020-10-30 20:35:16	10.10.51.253	59c47d05b11d2a457723aa4cdc2a2b2a	http://quest.ms.mff.cuni.cz/ptakopet-mt80/eval.php	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.75 Safari/537.36	cs-holcova	0	105	restaurant booking	book me 20 seats and a chocolate birthday cake	zarezervuj mi 20 míst a čokoládový narozeninový dort	5	5	5	4	4	
2020-10-31 03:43:49	10.10.51.253	59c47d05b11d2a457723aa4cdc2a2b2a	http://quest.ms.mff.cuni.cz/ptakopet-mt80/eval.php	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.75 Safari/537.36	cs-holcova	1	114	inquiry to institution	What is the annual fee for a dog and where can I pay it?	Jaký je roční poplatek za psa a kde ho mohu zaplatit?	5	5	5	5	5	
2020-10-31 03:44:26	10.10.51.253	59c47d05b11d2a457723aa4cdc2a2b2a	http://quest.ms.mff.cuni.cz/ptakopet-mt80/eval.php	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.75 Safari/537.36	cs-holcova	2	034	hotel booking	Can I pay for accomodation in advance?	Mohu zaplatit za ubytování předem?	5	5	5	5	5	
2020-10-31 03:46:36	10.10.51.253	59c47d05b11d2a457723aa4cdc2a2b2a	http://quest.ms.mff.cuni.cz/ptakopet-mt80/eval.php	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.75 Safari/537.36	cs-holcova	3	209	manufacturers of steel radiators	Is it possible to order other services such as treatments or dinner on the day of arrival?	Je možné objednat si jiné služby, jako je večeře v den příjezdu?	1	3	1	5	2	
2020-10-31 03:47:39	10.10.51.253	59c47d05b11d2a457723aa4cdc2a2b2a	http://quest.ms.mff.cuni.cz/ptakopet-mt80/eval.php	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.75 Safari/537.36	cs-holcova	4	491	service question	I have an old camera which seems broken. Is it possible to repair this camera?	Mám starou kameru, která vypadá zlomená. Je možné opravit tuhle kameru?	4	3	3	3	3	
2020-10-31 03:48:11	10.10.51.253	59c47d05b11d2a457723aa4cdc2a2b2a	http://quest.ms.mff.cuni.cz/ptakopet-mt80/eval.php	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.75 Safari/537.36	cs-holcova	5	082	inquiry to institution	Where can I leave construction waste?	Kde mohu nechat stavební odpad?	5	5	5	5	5	
2020-10-31 03:48:59	10.10.51.253	59c47d05b11d2a457723aa4cdc2a2b2a	http://quest.ms.mff.cuni.cz/ptakopet-mt80/eval.php	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.75 Safari/537.36	cs-holcova	6	336	inquiry to a healthcare institution	Would you be able to offer a second opinion on my child's diagnosis?	Mohl byste nabídnout druhý názor na diagnózu mého dítěte?	5	5	4	4	4	
2020-10-31 03:49:42	10.10.51.253	59c47d05b11d2a457723aa4cdc2a2b2a	http://quest.ms.mff.cuni.cz/ptakopet-mt80/eval.php	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.75 Safari/537.36	cs-holcova	7	126	inquiry to institution	Would the city consider buying a speed camera? I think that would increase the security of citizens.	Nechtělo by město koupit rychlokameru? Myslím, že to zvýší bezpečnost občanů.	5	4	4	4	4	
2020-10-31 03:50:28	10.10.51.253	59c47d05b11d2a457723aa4cdc2a2b2a	http://quest.ms.mff.cuni.cz/ptakopet-mt80/eval.php	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.75 Safari/537.36	cs-holcova	8	173	band	Do you offer T-shirts sized for women?	Nabízíš ženám velikost triček?	5	1	1	4	2	
2020-10-31 03:51:17	10.10.51.253	59c47d05b11d2a457723aa4cdc2a2b2a	http://quest.ms.mff.cuni.cz/ptakopet-mt80/eval.php	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.75 Safari/537.36	cs-holcova	9	306	robots	Could you send me information about Cobot? We have machine tools and they are not ready for robotic operation.	Můžete mi poslat informace o Cobotovi? Máme obráběcí stroje a ty nejsou připravené na robotický provoz.	4	5	4	5	4	
2020-10-31 03:52:07	10.10.51.253	59c47d05b11d2a457723aa4cdc2a2b2a	http://quest.ms.mff.cuni.cz/ptakopet-mt80/eval.php	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.75 Safari/537.36	cs-holcova	10	389	inquiry to a government	My father is hospitalised in a closed psychiatric hospital. Can you help him with the discharge procedures alongside the hospital psychiatric committee?	Můj otec je hospitalizovaný v psychiatrické léčebně. Můžete mu pomoct s propouštěním v rámci nemocniční psychiatrické komise?	5	4	4	5	4	
2020-10-31 03:53:14	10.10.51.253	59c47d05b11d2a457723aa4cdc2a2b2a	http://quest.ms.mff.cuni.cz/ptakopet-mt80/eval.php	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.75 Safari/537.36	cs-holcova	11	129	accommodation enquiry	Please can you tell me whether you use eco friendly washing powders as I have atopic dermitis.	Prosím, můžete mi říct, zda používáte ekologicky šetrné mycí prášky, protože mám atopické dermitid.	2	3	2	4	2	
2020-10-31 03:54:14	10.10.51.253	59c47d05b11d2a457723aa4cdc2a2b2a	http://quest.ms.mff.cuni.cz/ptakopet-mt80/eval.php	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.75 Safari/537.36	cs-holcova	12	435	technology and healthcare	I am interested in your event "market pricing dynamics for the machine learning age." Could I register?	Zajímá mě vaše akce „draková dynamika trhu pro věk strojového učení.“ Můžu se zaregistrovat?	5	3	3	4	4	
2020-10-31 03:55:24	10.10.51.253	59c47d05b11d2a457723aa4cdc2a2b2a	http://quest.ms.mff.cuni.cz/ptakopet-mt80/eval.php	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.75 Safari/537.36	cs-holcova	13	034	hotel booking	Do you have a simulator for competitions and tournaments? Please could you send me the dates.	Máte simulátor pro soutěže a turnaje? Prosím, pošlete mi data.	1	5	1	5	2	
